ticker,contractSymbol,strike,type,expiration,lastPrice,theoretical_price,mispricing,impliedVolatility,delta,theta,vega,openInterest,volume,daysToExpiry,expiryBucket,RSI,UpperBB,LowerBB,EMA_Signal,MACD_Hist,bb_norm,rsi_norm,trend_pass,missing_signal,score
MARA,O:MARA250425P00015000,15.0,put,2025-04-25,2.69,2.723518538675508,-0.033518538675508136,1.362082629309583,-0.9654109752227193,-5.649823767800487,0.0008526396727381564,878,550,4,0-7,,,,,,0.0,,False,False,4
MARA,O:MARA250425P00015500,15.5,put,2025-04-25,3.17,3.2137941930261302,-0.0437941930261303,1.5525533568166197,-0.983224553956749,-2.8569381726761507,0.0004644354241361063,143,125,4,0-7,,,,,,0.0,,False,False,4
MARA,O:MARA250425P00016000,16.0,put,2025-04-25,3.65,3.7092613881012557,-0.05926138810125581,1.578713077066464,-0.9923208170821667,-1.2048789413712466,0.0002355921504275463,205,44,4,0-7,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00008000,8.0,call,2025-05-02,4.57,4.305569785966103,0.2644302140338972,1.5402717878561043,0.9895977252034064,-1.43760498135411,0.0005611487524694764,18,1,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00008500,8.5,call,2025-05-02,3.88,3.818712205544866,0.06128779445513377,0.9917799384321928,0.9772192477151301,-2.6008527385606475,0.0010995596955258105,140,5,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00009000,9.0,call,2025-05-02,3.85,3.3438020116212197,0.5061979883787804,2.033231446601893,0.9559211309634584,-4.313857736174854,0.001896345079421582,144,5,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00010000,10.0,call,2025-05-02,2.57,2.455746891902713,0.11425310809728684,0.8963584753941929,0.87755047100654,-9.09061738759464,0.004127579649206652,622,43,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00010500,10.5,call,2025-05-02,2.13,2.0563359322554184,0.07366406774458145,0.832356880471538,0.8190286854941232,-11.71200250859265,0.005355936363391865,266,55,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00011000,11.0,call,2025-05-02,1.78,1.6945405153599458,0.08545948464005426,0.9359948902843255,0.7492708246267776,-14.092685305469407,0.006474374561311582,395,81,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00011500,11.5,call,2025-05-02,1.23,1.3741632630943466,-0.14416326309434657,0.9225399347131962,0.6712512783173672,-15.96140279460796,0.007355787730071826,379,101,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00012000,12.0,call,2025-05-02,0.98,1.0968499708001573,-0.11684997080015735,0.8672725404496362,0.5887323343416113,-17.134763822794596,0.00791392928213416,1706,235,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00012500,12.5,call,2025-05-02,0.71,0.8621129290500082,-0.15211292905000828,0.90584606881204,0.5056426159995498,-17.541179546150143,0.008114692583664774,2741,2229,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00013000,13.0,call,2025-05-02,0.52,0.6676426395038648,-0.1476426395038648,0.9055383512460661,0.4255349530217338,-17.215525080724596,0.007973716263846475,1944,4063,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00013500,13.5,call,2025-05-02,0.37,0.5097895942355186,-0.13978959423551862,0.9019454995120454,0.3512192831159486,-16.27327327660791,0.0075443776834927204,5450,3902,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00014000,14.0,call,2025-05-02,0.25,0.38409661962297426,-0.13409661962297426,0.9123175017633672,0.2845960353361646,-14.87580776357514,0.006901634363026539,2890,4559,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00014500,14.5,call,2025-05-02,0.2,0.28578907545387633,-0.08578907545387632,0.9383656939552736,0.22666269457979948,-13.197038765386717,0.006126443247920074,2106,473,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00015000,15.0,call,2025-05-02,0.13,0.21016754783838154,-0.08016754783838154,0.9562595961419158,0.17763933553050126,-11.397630756767303,0.005293711960316231,3406,3748,11,8-30,,,,,,0.0,,False,False,4
MARA,O:MARA250502C00015500,15.5,call,2025-05-02,0.1,0.15288250436270712,-0.05288250436270711,0.9649281405559691,0.13715469832945404,-9.609166591148293,0.004464877133636083,1348,4266,11,8-30,,,,,,0.0,,False,False,4
