ticker,contractSymbol,strike,type,expiration,lastPrice,theoretical_price,mispricing,impliedVolatility,delta,theta,vega,openInterest,volume,daysToExpiry,expiryBucket,RSI,UpperBB,LowerBB,Close,score
MARA,O:MARA250425P00011000,11.0,put,2025-04-25,0.11,0.07934414605442774,0.030655853945572256,1.1301964137182177,-0.11748471878291888,-15.739712940995378,0.0022162699740066885,2400,2826,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00011500,11.5,put,2025-04-25,0.19,0.1761818262621313,0.0138181737378687,1.0885011855235314,-0.22097985139453985,-23.690915612064043,0.0033384046688360643,2129,2581,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00012000,12.0,put,2025-04-25,0.33,0.3379202448214045,-0.007920244821404465,1.0537145359084816,-0.3564564187185313,-29.722030151142324,0.004192910400425366,2722,3878,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00012500,12.5,put,2025-04-25,0.54,0.5743516393071966,-0.034351639307196535,1.027374767537726,-0.5066320294939327,-31.74625225371659,0.004485945841806248,4075,6532,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00013000,13.0,put,2025-04-25,0.86,0.8845605862518084,-0.02456058625180846,0.9770437646112485,-0.6502928779891648,-29.392450689368413,0.0041642933137978335,1740,1768,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00013500,13.5,put,2025-04-25,1.29,1.2583765464708883,0.03162345352911178,1.0245331872446326,-0.7708507538549809,-23.948030839193393,0.0034077902385280397,1594,231,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00014000,14.0,put,2025-04-25,1.63,1.6807675088290548,-0.0507675088290549,1.2239581925724206,-0.860875260966953,-17.382369934115037,0.0024924783618837723,1764,623,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00014500,14.5,put,2025-04-25,2.02,2.136443231243881,-0.11644323124388078,1.32167987109655,-0.9214430059020221,-11.338620634993772,0.001649042089814771,1454,38,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00015000,15.0,put,2025-04-25,2.62,2.612816653177413,0.007183346822587033,1.5498825676818995,-0.9585605735107366,-6.6685675190260465,0.0009973296413427312,878,549,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00015500,15.5,put,2025-04-25,2.78,3.1009872856957923,-0.3209872856957925,1.3588813641987434,-0.9794799257967574,-3.5062324621106047,0.0005564986022313341,143,103,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00016000,16.0,put,2025-04-25,3.8,3.595375928152622,0.20462407184737774,1.5929231051895298,-0.9904152702163426,-1.5808290305837986,0.00028883273738160363,205,42,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250425P00016500,16.5,put,2025-04-25,4.18,4.092819055297207,0.08718094470279247,1.8456129675328332,-0.9957571754624084,-0.5070237108197583,0.0001404487190350924,407,15,4,0-7,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00010000,10.0,call,2025-05-02,2.61,2.555948088847522,0.05405191115247776,0.9622083040950681,0.8874538593353808,-8.63975010809267,0.003924623198333465,622,42,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00010500,10.5,call,2025-05-02,2.13,2.149642393158093,-0.019642393158092908,0.9249484217784929,0.8318104887579211,-11.271500877024726,0.005160236515733025,266,55,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00011000,11.0,call,2025-05-02,1.78,1.779671312008234,0.00032868799176610786,1.0216969091991857,0.7646388884212134,-13.725193841764991,0.006315038843177524,395,81,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00011500,11.5,call,2025-05-02,1.3,1.450197894410425,-0.15019789441042497,0.9854206992522042,0.6886178870340017,-15.721232039297009,0.007257774154867681,379,93,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00012000,12.0,call,2025-05-02,1.1,1.1633141512102583,-0.06331415121025818,0.930503779302848,0.6073165961551585,-17.057197202348565,0.007893120975949333,1706,219,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00012500,12.5,call,2025-05-02,0.81,0.918990798242203,-0.10899079824220292,0.9381117498363729,0.5245964787623288,-17.63764041388816,0.008175737471000553,2741,2042,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00013000,13.0,call,2025-05-02,0.62,0.71532643775552,-0.09532643775551997,0.9484061505124356,0.4440602873168806,-17.474702023836414,0.008110651028116266,1944,3939,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00013500,13.5,call,2025-05-02,0.43,0.5489884340951843,-0.11898843409518428,0.9494512672180184,0.3686540829164445,-16.666550040411515,0.007743243193469672,5450,3818,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00014000,14.0,call,2025-05-02,0.33,0.41572820736568517,-0.08572820736568515,0.9597258415720944,0.30046116600222145,-15.364665551832445,0.00714398277528678,2890,4236,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00014500,14.5,call,2025-05-02,0.23,0.31087440863112725,-0.08087440863112724,0.9689789998284356,0.24067176046685518,-13.740327340209108,0.006392753260098526,2106,428,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00015000,15.0,call,2025-05-02,0.17,0.22974189687416757,-0.05974189687416756,0.9853822576952835,0.18968086956824137,-11.957323010877538,0.005566070657099947,3406,3280,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00015500,15.5,call,2025-05-02,0.13,0.16792903679069449,-0.03792903679069448,0.981199735501546,0.1472580179129116,-10.154016090825616,0.004728665733177724,1348,4256,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502C00016000,16.0,call,2025-05-02,0.09,0.12150272435488896,-0.03150272435488896,1.034679341807475,0.11273952090105421,-8.434766284118245,0.0039294379104921765,7385,360,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00010000,10.0,put,2025-05-02,0.13,0.1429318725454649,-0.012931872545464906,1.1418923218081047,-0.11254614066461921,-8.33999658213056,0.003924623198333465,747,551,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00010500,10.5,put,2025-05-02,0.21,0.23621538679288845,-0.026215386792888457,1.0618184401935515,-0.16818951124207893,-10.95675967476451,0.005160236515733025,684,722,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00011000,11.0,put,2025-05-02,0.28,0.36583351557987687,-0.08583351557987684,1.0461854573933573,-0.23536111157878659,-13.39546496320667,0.006315038843177524,781,395,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00011500,11.5,put,2025-05-02,0.42,0.5359493079189206,-0.11594930791892061,1.0102005153064588,-0.31138211296599827,-15.376515484440581,0.007257774154867681,607,1437,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00012000,12.0,put,2025-05-02,0.67,0.748654774655602,-0.078654774655602,0.9698449159836247,-0.3926834038448415,-16.697492971194034,0.007893120975949333,1994,329,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00012500,12.5,put,2025-05-02,0.91,1.0039206316243954,-0.09392063162439535,0.9708957202995652,-0.4754035212376712,-17.262948506435524,0.008175737471000553,1304,790,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00013000,13.0,put,2025-05-02,1.15,1.2998454810745637,-0.14984548107456375,0.992448595217426,-0.5559397126831194,-17.085022440085673,0.008110651028116266,982,191,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00013500,13.5,put,2025-05-02,1.52,1.6330966873510793,-0.11309668735107925,0.979473257855992,-0.6313459170835555,-16.261882780362665,0.007743243193469672,964,98,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00014000,14.0,put,2025-05-02,1.94,1.9994256705584288,-0.059425670558428845,0.9832064000450376,-0.6995388339977786,-14.945010615485492,0.00714398277528678,465,311,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00014500,14.5,put,2025-05-02,2.17,2.394161081760723,-0.22416108176072314,1.030625955413265,-0.7593282395331449,-13.30568472756405,0.006392753260098526,286,102,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00015000,15.0,put,2025-05-02,2.76,2.8126177799406147,-0.052617779940614895,1.0143174349442317,-0.8103191304317586,-11.507692721934372,0.005566070657099947,592,89,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00015500,15.5,put,2025-05-02,2.65,3.2503941297939907,-0.6003941297939908,1.0107606648706637,-0.8527419820870884,-9.689398125584344,0.004728665733177724,264,6,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00016000,16.0,put,2025-05-02,3.75,3.7035570272950356,0.04644297270496445,1.1101215975331589,-0.8872604790989458,-7.9551606425788695,0.0039294379104921765,232,5,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00016500,16.5,put,2025-05-02,3.66,4.16873069942992,-0.5087306994299201,1.2064087405897754,-0.9147917381675061,-6.374242802633466,0.0032009135284369874,118,2,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00017000,17.0,put,2025-05-02,4.16,4.643112687249648,-0.4831126872496476,1.2430475477748644,-0.9363587067400739,-4.9846523750215805,0.002561018564299036,61,103,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00017500,17.5,put,2025-05-02,4.99,5.1244410805046705,-0.1344410805046703,1.3904871052592502,-0.9529817962747514,-3.799503073441153,0.0020160360316863273,124,27,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00018000,18.0,put,2025-05-02,5.75,5.610933820501399,0.13906617949860056,1.4785034293793993,-0.9656082506398637,-2.8140276481385844,0.00156387486790434,105,11,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00018500,18.5,put,2025-05-02,5.95,6.10121599994099,-0.1512159999409901,1.5640065148492976,-0.9750730809491879,-2.012038603085412,0.0011970856457216216,891,3,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250502P00019000,19.0,put,2025-05-02,6.79,6.5942460845226645,0.19575391547733556,1.6467497944269218,-0.9820837113837616,-1.3712174730963775,0.0009053321799685467,8,1,11,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00008000,8.0,call,2025-05-09,4.05,4.457274869749793,-0.4072748697497932,1.2515621394415986,0.9691044302417966,-2.573019364790505,0.0018665009904499708,52,1,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00008500,8.5,call,2025-05-09,4.64,3.9919576493375217,0.648042350662478,0.9982324091620358,0.9482238235885029,-3.8014268002408667,0.0028388724236981465,60,4,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00009000,9.0,call,2025-05-09,3.63,3.5446516476960506,0.08534835230394933,0.9714076998399114,0.9194926338610738,-5.262415294965677,0.00399903467579932,177,175,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00010000,10.0,call,2025-05-09,3.09,2.721959581911401,0.368040418088599,0.9776305389141549,0.8376153266552696,-8.496891097271488,0.006576921753287607,76,4,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00010500,10.5,call,2025-05-09,2.59,2.354042239831089,0.2359577601689109,1.1101626818382497,0.7857082625722844,-10.035124972547099,0.0078072952904931076,74,6,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00011000,11.0,call,2025-05-09,1.85,2.0184941865285575,-0.1684941865285574,0.9451926949124126,0.7282456367886725,-11.372684481741123,0.00888043391252294,424,18,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00011500,11.5,call,2025-05-09,1.57,1.7165000108243076,-0.14650001082430752,0.9847036867484249,0.6669833852642945,-12.427239431791339,0.009730345836308208,281,78,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00012000,12.0,call,2025-05-09,1.35,1.4481545861260656,-0.09815458612606554,0.9860180825718436,0.6037900311949701,-13.148724155816778,0.010316648917285388,1471,177,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00012500,12.5,call,2025-05-09,1.04,1.2125878266401413,-0.17258782664014127,1.0005975464025458,0.5404696884894082,-13.52001261244466,0.010625163125231834,973,191,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00013000,13.0,call,2025-05-09,0.83,1.0081475170463898,-0.17814751704638987,0.9456289272572583,0.47862760670546173,-13.552994572267744,0.01066483301221571,1671,478,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00013500,13.5,call,2025-05-09,0.7,0.8326066403119521,-0.13260664031195213,0.9512105014851014,0.41958507492403946,-13.281904532074718,0.010462450479344522,952,284,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00014000,14.0,call,2025-05-09,0.53,0.6833682784003163,-0.1533682784003163,0.9411221057305581,0.364340935828943,-12.755643500491097,0.010056562435303533,1966,144,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00014500,14.5,call,2025-05-09,0.41,0.5576495575591984,-0.14764955755919845,0.9650748580391403,0.31357120991908527,-12.03042960280244,0.0094916282731275,295,89,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00015000,15.0,call,2025-05-09,0.32,0.45263419353538037,-0.13263419353538036,0.9496709964291711,0.26765598351720354,-11.163617837103244,0.008813098677835987,5935,443,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00015500,15.5,call,2025-05-09,0.26,0.36558981628352294,-0.10558981628352293,0.9655492749798991,0.22672284468837117,-10.209076080138693,0.008063726813749084,286,43,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00016000,16.0,call,2025-05-09,0.19,0.2939510046236862,-0.10395100462368617,0.9795083826425613,0.19069775266425915,-9.214159811264913,0.0072811483991819395,1577,69,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00016500,16.5,call,2025-05-09,0.15,0.23537190535046615,-0.08537190535046615,0.9914695032241018,0.15935645928199305,-8.218107525628804,0.006496591162334249,355,48,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00017000,17.0,call,2025-05-09,0.13,0.18775376669591193,-0.05775376669591192,1.0117127351047375,0.13237187948243728,-7.251567786955347,0.005734485206568633,228,119,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509C00017500,17.5,call,2025-05-09,0.11,0.1492530851747209,-0.03925308517472091,1.039867679696839,0.10935479186133307,-6.336939597394912,0.005012721945760413,12,32,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00009500,9.5,put,2025-05-09,0.14,0.20187566323299588,-0.06187566323299587,1.1085526605139888,-0.11747645861638106,-6.581263946294688,0.005275515163080977,82,4,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00010000,10.0,put,2025-05-09,0.26,0.30319632126902807,-0.04319632126902806,1.0457876116767841,-0.1623846733447304,-8.197309982639588,0.006576921753287607,530,60,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00010500,10.5,put,2025-05-09,0.34,0.4345808369085522,-0.09458083690855218,1.0380031451650407,-0.21429173742771562,-9.720564802183603,0.0078072952904931076,132,100,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00011000,11.0,put,2025-05-09,0.45,0.5983346413258537,-0.14833464132585367,0.9966784655661162,-0.27175436321132757,-11.043145255646031,0.00888043391252294,733,137,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00011500,11.5,put,2025-05-09,0.64,0.795642323341438,-0.15564232334143802,1.0012769902590049,-0.33301661473570554,-12.082721149964653,0.009730345836308208,612,99,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00012000,12.0,put,2025-05-09,0.86,1.0265987563630334,-0.16659875636303345,0.969678727514652,-0.3962099688050299,-12.789226818258498,0.010316648917285388,840,197,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00012500,12.5,put,2025-05-09,1.09,1.290333854596943,-0.20033385459694286,1.003014677447882,-0.4595303115105917,-13.145536219154785,0.010625163125231834,811,77,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00013000,13.0,put,2025-05-09,1.39,1.5851954027230253,-0.19519540272302538,0.962171889149906,-0.5213723932945383,-13.163539123246274,0.01066483301221571,226,232,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00013500,13.5,put,2025-05-09,1.79,1.908956383708424,-0.11895638370842399,0.9594479630552735,-0.5804149250759605,-12.877470027321651,0.010462450479344522,132,4,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00014000,14.0,put,2025-05-09,1.81,2.2590198795166208,-0.4490198795166207,0.9547817695504488,-0.635659064171057,-12.336229940006437,0.010056562435303533,165,9,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00014500,14.5,put,2025-05-09,2.07,2.632603016395338,-0.5626030163953382,0.973832303349637,-0.6864287900809147,-11.596036986586185,0.0094916282731275,97,2,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00015000,15.0,put,2025-05-09,2.86,3.026889510091353,-0.166889510091353,0.9541122669267963,-0.7323440164827965,-10.714246165155393,0.008813098677835987,80,7,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00015500,15.5,put,2025-05-09,3.02,3.4391469905593315,-0.41914699055933147,1.019067692813794,-0.7732771553116289,-9.744725352459248,0.008063726813749084,175,1,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00016000,16.0,put,2025-05-09,3.4,3.866810036619327,-0.4668100366193273,1.051161787918584,-0.8093022473357409,-8.734830027853873,0.0072811483991819395,81,15,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00016500,16.5,put,2025-05-09,4.2,4.307532795065942,-0.10753279506594193,1.0051882223127833,-0.840643540718007,-7.723798686486168,0.006496591162334249,57,17,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00017000,17.0,put,2025-05-09,4.75,4.759216514131225,-0.00921651413122504,1.0782099969217809,-0.8676281205175627,-6.7422798920811156,0.005734485206568633,40,1,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00017500,17.5,put,2025-05-09,5.16,5.2200176903298665,-0.06001769032986637,1.1050972523642408,-0.8906452081386669,-5.812672646789086,0.005012721945760413,26,5,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00018000,18.0,put,2025-05-09,5.75,5.688342194414663,0.0616578055853374,1.261092038171585,-0.910113207984513,-4.949984856670002,0.004343327184751121,5,10,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00018500,18.5,put,2025-05-09,5.95,6.162830021333733,-0.2128300213337324,1.5820148382029262,-0.9264544977000856,-4.162965246103719,0.00373335381890072,28,3,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250509P00019000,19.0,put,2025-05-09,6.5,6.64233443168408,-0.14233443168408044,1.3499111596374107,-0.9400772841974429,-3.45532393487965,0.003185847029915098,15,2,18,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00006000,6.0,call,2025-05-16,5.6,6.423076135682728,-0.8230761356827285,1.7560521077893692,0.995000585274118,-0.5870579446367529,0.00045990090335436246,41,20,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00007000,7.0,call,2025-05-16,5.26,5.44825600645394,-0.18825600645394047,1.036876132249123,0.9804169283217707,-1.548340841634661,0.0015128344316206422,25,2,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00008000,8.0,call,2025-05-16,4.45,4.51405519692212,-0.06405519692212014,1.051581713093222,0.9471343638744887,-3.2702978994313963,0.0034293191345466374,189,1,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00009000,9.0,call,2025-05-16,3.5,3.6491893599722065,-0.1491893599722065,0.8794102349873203,0.8897837978456444,-5.554449216209797,0.0059896400160704966,460,2,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00010000,10.0,call,2025-05-16,2.77,2.879514107802203,-0.10951410780220305,0.9831306553028573,0.8090641388886524,-7.923167965004836,0.00865791983279471,851,85,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00011000,11.0,call,2025-05-16,2.08,2.221261895754573,-0.14126189575457282,0.9759087967853494,0.7112367247324666,-9.87287492023597,0.0108664831312284,1349,643,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00012000,12.0,call,2025-05-16,1.5,1.678786032915335,-0.178786032915335,0.9386952228830281,0.6053388602332086,-11.07703175911115,0.012244940990705123,3272,204,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00013000,13.0,call,2025-05-16,1.0,1.2462023286423278,-0.24620232864232783,0.9194430312246276,0.5002357532994538,-11.447078950376254,0.012689922207718227,44182,2021,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00014000,14.0,call,2025-05-16,0.69,0.9109032961770671,-0.22090329617706717,0.9440763282927468,0.4027474753168162,-11.083463618242153,0.012310970548331204,4781,714,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00015000,15.0,call,2025-05-16,0.48,0.657175872694931,-0.17717587269493107,0.9577794282936808,0.31702370246308564,-10.186266148105796,0.011330546441835475,9905,2996,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
MARA,O:MARA250516C00016000,16.0,call,2025-05-16,0.32,0.46898589731583806,-0.14898589731583806,0.964627215414783,0.244783528265121,-8.975804182163703,0.009994845323883063,8307,360,25,8-30,55.833506929115615,14.526771066719807,10.303709032004559,12.404800415039062,4
