ticker,contractSymbol,strike,type,expiration,lastPrice,theoretical_price,mispricing,impliedVolatility,delta,theta,vega,openInterest,volume,daysToExpiry,expiryBucket,RSI,UpperBB,LowerBB,Close,EMA_Signal,MACD_Hist,bb_norm,rsi_norm,trend_pass,missing_signal,score
MARA,O:MARA250425C00010500,10.5,call,2025-04-25,2.83,,,1.3013526778441458,0.9962195439350169,-1.1689840694683953,0.00013687534489956172,945,22,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425C00011500,11.5,call,2025-04-25,2.07,,,1.3990855093249666,0.9549212394289454,-7.5371298163738984,0.0011535596286695994,2225,395,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425C00012500,12.5,call,2025-04-25,1.13,,,1.0356233378301596,0.7880100169938715,-22.300884820663455,0.00352190932654143,5873,3806,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425C00013000,13.0,call,2025-04-25,0.78,,,0.9983168072562697,0.6474830077072697,-28.45086368415865,0.0045131159216704455,40973,40768,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425C00013500,13.5,call,2025-04-25,0.49,,,0.9760271537361096,0.4893985878321668,-30.47996356170479,0.004846605740163655,17672,13803,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425C00014000,14.0,call,2025-04-25,0.32,,,1.0140376360451873,0.3383563256326121,-27.912347514628284,0.004444675221479768,44219,49391,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425C00014500,14.5,call,2025-04-25,0.2,,,1.0326688642560462,0.21370567421161712,-22.20135744091969,0.0035385185580863072,7620,20205,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425C00015000,15.0,call,2025-04-25,0.11,,,1.019486656959092,0.12352713232684248,-15.55697914662678,0.0024810685181112465,9113,23165,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425P00012000,12.0,put,2025-04-25,0.07,,,1.0148216702087685,-0.10790893192668516,-14.043848880046028,0.0022538719036011047,4431,2738,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
MARA,O:MARA250425P00012500,12.5,put,2025-04-25,0.15,,,1.0196081702672308,-0.21198998300612848,-21.92597727501793,0.00352190932654143,5967,4100,3,0-7,59.05147093621459,14.25598669250037,10.442513368534785,13.404999732971191,,,0.7768472761612903,0.5905147093621459,True,False,4
