ticker,contractSymbol,strike,type,expiration,lastPrice,theoretical_price,mispricing,impliedVolatility,delta,theta,vega,openInterest,volume,daysToExpiry,expiryBucket,RSI,UpperBB,LowerBB,Close,EMA_Signal,MACD_Hist,bb_norm,rsi_norm,trend_pass,missing_signal,nearFib,score
MARA,O:MARA250523C00016000,16.0,call,2025-05-23,0.39,0.4304557414172514,-0.04045574141725139,0.5929388047534645,0.6032153797940555,-29.121943942511365,0.004620151034852978,13301,22441,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523C00016500,16.5,call,2025-05-23,0.24,0.19900193486159878,0.04099806513840121,0.7625378577715316,0.36468505860608863,-28.28384016177645,0.004503342308140769,11234,29790,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523C00017000,17.0,call,2025-05-23,0.15,0.0753606341359414,0.07463936586405859,0.908252691101999,0.17477451887942824,-19.352047637508136,0.0030867490461409493,30580,37475,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523P00015500,15.5,put,2025-05-23,0.27,0.08610918300760684,0.18389081699239318,1.18554986273005,-0.18710524036384313,-20.017171934403894,0.003221501909003728,5499,5416,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523P00016000,16.0,put,2025-05-23,0.52,0.237825820594745,0.282174179405255,1.3171380201962957,-0.39678462020594457,-28.64202284013604,0.004620151034852978,5982,20677,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523P00016500,16.5,put,2025-05-23,0.84,0.5062898290133901,0.3337101709866098,1.4855326263854547,-0.6353149413939114,-27.788921524951895,0.004503342308140769,1826,9695,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523P00017000,17.0,put,2025-05-23,1.24,0.882566343262031,0.357433656737969,1.7107078283299748,-0.8252254811205717,-18.842131466234353,0.0030867490461409493,1729,5445,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523P00017500,17.5,put,2025-05-23,1.55,1.3302668534579816,0.21973314654201848,1.9622840965789905,-0.9342068400437075,-9.08197937858851,0.0015339107832839853,599,992,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250523P00018000,18.0,put,2025-05-23,2.2,1.812795791480033,0.3872042085199672,2.2653890148127425,-0.9804987627491282,-3.0149131872493093,0.0005679541263006498,621,665,2,0-7,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
MARA,O:MARA250530C00015000,15.0,call,2025-05-30,1.25,1.4329800025654897,-0.18298000256548974,0.386657036916941,0.779723882650643,-10.785761641098194,0.007532915581317037,1231,770,9,8-30,69.47513812154696,17.071623551192722,12.40637644880728,16.19,1.0,0.1509227007311278,0.8110231823000484,0.6947513812154696,True,False,False,6
